,year,ccode,GDP,log_GDP,GDP_growth,Country,PDebt,LTrate,rminusg,population,log_population,pop_growth,CAbalance,rgNegative,primaryFB,outputgap,real_GDP_growth,ka_open,finreform,inflation,geopoliticalRisk,VIX,REER,TaxRevenue,FiscalBalance,Freedom_Index_overall,Freedom_Index_Property_Rights,lengthRGepisode,InitialPDebtRGepisode,YNRGepisode,EuroMembership,BankingCrisis,EuroCrisis,PeripheryEuroCrisis,EuroCrisis2012,GDP_World_Bank,Net_foreign_assets_World_Bank,World_GDP,LTrate_Germany,LTrate_USA,kof_econ,kof_trade,kof_financial,PeripheryEuroCrisis20082015,EuroCrisis20082015,Post2007,safe_haven_past,lead_rminusg_1,lead_rminusg_2,lead_rminusg_3,lead_rminusg_4,lead_rminusg_5,lead_rminusg_6,lead_rminusg_7,lead_rminusg_8,lead_rminusg_9,lead_rminusg_10,EuroCrisis20082012,Standalone20102012,Standalone20082012,Standalone20082015,kof_financial_df,kof_financial_dj,safe_Germany,safe_USA,safe_benchmark,Inflation_difference_Germany,Inflation_difference_USA,spread_Germany,rminusg_future3,rminusg_future5,rminusg_future10,LTrate_future3,LTrate_future5,LTrate_future10,GDP_growth_future3,GDP_growth_future5,GDP_growth_future10,PDebt_future3,PDebt_future5,PDebt_future10,Eurozone
613,1962,GBR,122368.019,11.71478833,3.024739159,United Kingdom,91.114769,5.764167,2.739427841,53250000,17.79050836,0.848661388,NA,0,NA,NA,1.102909649,NA,NA,4.196498882,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,81247564157,-3.97E+09,1.55E+12,5.908333,3.945833,NA,NA,NA,0,0,0,NA,2.643811514,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.353218796,2.997725534,-0.144166,-0.17638307,0.391126219,0.566013393,5.806666667,6.1973334,7.2203334,5.983049737,5.806207181,6.654320007,83.15040333,79.2412838,74.0107869,0
614,1963,GBR,129722.616,11.77315373,5.836539449,United Kingdom,89.34422,5.165833,-0.670706449,53650000,17.79799203,0.748366449,NA,1,NA,NA,4.874383998,NA,NA,2.01854356,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,86561961812,-4.14E+09,1.67E+12,6.05,4.0025,NA,NA,NA,0,0,0,NA,2.739427841,2.643811514,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.948417303,0.778874139,-0.884167,0.463209795,0.064852749,0.523430325,6.373611333,6.6660002,7.7595831,5.910401538,6.601147451,7.236152775,78.29620867,75.586103,70.9387983,0
615,1964,GBR,138405.51,11.83794313,6.478940678,United Kingdom,82.766249,5.7025,-0.776440678,5.40E+07,17.8044946,0.650257749,NA,1,NA,NA,5.533659386,NA,NA,3.281586947,NA,NA,NA,NA,NA,NA,NA,2,91.114769,1,0,0,0,0,0,94407558351,-4.86E+09,1.82E+12,6.233333,4.186666,NA,NA,NA,0,0,0,NA,-0.670706449,2.739427841,2.643811514,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.945858852,2.002675382,-0.530833,1.134259407,0.48545139,1.411663229,6.706111333,7.2915002,8.6100001,5.571851927,6.80604881,7.198336871,74.69865,72.259567,68.287009,0
616,1965,GBR,146426.639,11.89427982,5.633669083,United Kingdom,77.340741,6.551667,0.917997917,54348050,17.81091929,0.642468779,NA,0,NA,NA,2.142176544,NA,NA,4.773774554,NA,NA,NA,30.605,NA,NA,NA,0,0,0,0,0,0,0,0,1.02E+11,-5.04E+09,1.99E+12,7.05,4.2825,NA,NA,NA,0,0,0,NA,-0.776440678,-0.670706449,2.739427841,2.643811514,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.531445169,3.18860529,-0.498333,0.060902168,1.359669233,1.90064966,7.025278,7.7080002,9.2730004,6.964375832,6.348330967,7.37235074,72.60784167,71.497242,65.6873453,0
617,1966,GBR,154889.273,11.95046577,5.618594854,United Kingdom,74.781636,6.866667,1.248072146,54648500,17.81643232,0.551303249,NA,0,NA,NA,1.573100414,NA,NA,3.909617792,NA,NA,NA,33.368,NA,NA,NA,0,0,0,0,0,0,0,0,1.09E+11,-4.92E+09,2.16E+12,8.125,4.923333,NA,NA,NA,0,0,0,NA,0.917997917,-0.776440678,-0.670706449,2.739427841,2.643811514,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.376559214,0.894542415,-1.258333,0.087062295,1.005810048,2.31424184,7.679722333,7.9083334,9.9473337,7.592660038,6.902523352,7.63309186,69.72515267,70.1480272,63.4017787,0
618,1967,GBR,163586.747,12.00509869,5.463291843,United Kingdom,71.973573,6.7,1.236708157,54943600,17.82181776,0.53854377,NA,0,NA,NA,2.786474642,NA,NA,2.482115605,NA,NA,NA,36.52,NA,NA,NA,0,0,0,0,0,0,0,0,1.13E+11,-5.66E+09,2.29E+12,6.958333,5.073333,NA,NA,NA,0,0,0,NA,1.248072146,0.917997917,-0.776440678,-0.670706449,2.739427841,2.643811514,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.686070098,-0.290670018,-0.258333,1.437855287,0.740900568,2.547720899,8.324444667,8.2433334,10.4800837,6.886589379,7.502432832,7.932362801,70.243667,68.78029,61.4745121,0
619,1968,GBR,180450.377,12.1032111,9.811240798,United Kingdom,71.068316,7.509167,-2.302073798,55211700,17.82668545,0.48676828,NA,1,NA,NA,5.441083438,NA,NA,4.697427988,NA,NA,NA,35.848,NA,NA,NA,1,71.973573,1,0,0,0,0,0,1.08E+11,-6.81E+09,2.48E+12,6.45,5.645833,NA,NA,NA,0,0,0,NA,1.236708157,1.248072146,0.917997917,-0.776440678,-0.670706449,2.739427841,2.643811514,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3.227123596,0.425631835,1.059167,2.03147196,0.982007902,2.892851476,8.444166667,8.853166,10.935667,6.412694706,7.871158098,8.042815524,69.232749,66.2914936,59.5240104,0
620,1969,GBR,194511.307,12.17824557,7.503447474,United Kingdom,66.133569,8.83,1.326552526,55441750,17.83084348,0.415803269,NA,0,NA,NA,1.924096835,NA,NA,5.44666363,NA,NA,NA,40.478,NA,NA,NA,0,0,0,0,0,0,0,0,1.16E+11,-6.11E+09,2.73E+12,6.841667,6.670833,NA,NA,NA,0,0,0,NA,-2.302073798,1.236708157,1.248072146,0.917997917,-0.776440678,-0.670706449,2.739427841,2.643811514,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3.533999684,-0.01572257,1.988333,1.560008037,2.337875068,2.889699141,8.2925,9.9285,11.34725,6.732491963,7.590624932,8.457550859,68.899855,64.314451,57.6441325,0
621,1970,GBR,201127.914,12.21169637,3.345079866,United Kingdom,73.529116,8.634167,5.289087134,55663250,17.8348307,0.398722458,1.507897053,0,NA,NA,3.38084999,0,NA,6.366568417,NA,NA,NA,45.715,NA,NA,NA,0,0,0,0,0,0,0,0,1.31E+11,-5.18E+09,2.99E+12,8.316667,7.348333,51.27,58.51,44.03,0,0,0,NA,1.326552526,-2.302073798,1.236708157,1.248072146,0.917997917,-0.776440678,-0.670706449,2.739427841,2.643811514,NA,0,0,0,0,48.33,39.73,NA,NA,NA,2.91632675,0.528313079,0.3175,-0.568533384,2.441630086,3.092544562,8.933887667,10.8380006,11.8751663,9.50242105,8.396370514,8.782621738,63.93159433,59.8774486,54.6774426,0
622,1971,GBR,218729.687,12.29559194,8.389556779,United Kingdom,68.035562,7.868333,-0.521223779,55896223,17.83900737,0.417666617,1.834327718,1,NA,NA,3.504717313,0.2516,NA,9.444837423,NA,NA,NA,49.279,NA,NA,NA,0,0,0,0,0,0,0,0,1.48E+11,-2.88E+09,3.30E+12,7.991667,6.159167,55.56,58.22,52.9,0,0,0,NA,5.289087134,1.326552526,-2.302073798,1.236708157,1.248072146,0.917997917,-0.776440678,-0.670706449,2.739427841,2.643811514,0,0,0,0,52.3,53.49,NA,NA,NA,4.203863252,5.152070735,-0.123334,2.307170661,3.622673633,3.807997178,11.04666667,11.986334,12.576666,8.739496005,8.363660367,8.768668822,60.00252567,56.6555302,52.296078,0
623,1972,GBR,238046.267,12.38022033,8.462839244,United Kingdom,65.134887,8.375,-0.087839244,56086065,17.84239794,0.339057516,0.313802108,1,NA,NA,4.321667607,0.2516,NA,7.071098395,NA,NA,NA,53.633,NA,NA,NA,0,0,0,0,0,0,0,0,1.70E+11,-3.92E+09,3.81E+12,7.875,6.21,57.79,57.4,58.18,0,0,0,NA,-0.521223779,5.289087134,1.326552526,-2.302073798,1.236708157,1.248072146,0.917997917,-0.776440678,-0.670706449,2.739427841,0,0,0,0,62.87,53.49,NA,NA,NA,1.586161676,3.798820148,0.5,4.272404485,4.354541231,4.328267229,12.64889,12.716834,13.047666,8.376485515,8.362292769,8.719398771,55.405598,54.1687342,50.0557945,0
624,1973,GBR,267471.689,12.496769,11.65486713,United Kingdom,58.624334,10.55833,-1.096537128,56194527,17.84432993,0.193198186,-1.252547468,1,1.409232825,NA,6.523848492,0.2516,0.4761905,9.196033167,NA,NA,NA,57.131,NA,NA,NA,3,73.529116,1,0,0,0,0,0,1.93E+11,-4.86E+09,4.64E+12,9.308333,6.8425,60.75,61.29,60.22,0,0,0,NA,-0.087839244,-0.521223779,5.289087134,1.326552526,-2.302073798,1.236708157,1.248072146,0.917997917,-0.776440678,-0.670706449,0,0,0,0,66.96,53.49,NA,NA,NA,2.164007443,3.018273103,1.249997,6.432581512,4.80369505,4.767035944,13.66611333,13.018168,13.118666,7.233531821,8.21447295,8.351630056,53.17281,52.7565272,48.3662979,0
625,1974,GBR,284297.59,12.55777682,6.100781644,United Kingdom,56.248356,14.20667,8.105888356,56229974,17.84496052,0.06305921,-3.613449724,0,1.129923492,NA,-2.484404001,0.2516,0.4761905,16.04401119,NA,NA,NA,67.593,NA,NA,NA,0,0,0,0,0,0,0,0,2.06E+11,-7.34E+09,5.35E+12,10.44167,7.5575,63.76,65.93,61.59,0,0,0,NA,-1.096537128,-0.087839244,-0.521223779,5.289087134,1.326552526,-2.302073798,1.236708157,1.248072146,0.917997917,-0.776440678,0,0,0,0,69.68,53.49,0.96639038,0.435589119,0.435589119,9.057578765,4.98920639,3.765,4.921118309,3.441523214,4.490406597,12.93972333,12.766,12.810749,8.018605024,9.324476786,8.320342403,51.990327,50.973814,46.8981279,0
626,1975,GBR,306053.407,12.6315149,7.373807774,United Kingdom,51.344104,13.18167,5.807862226,56225800,17.84488628,-0.007423363,-1.433288446,0,0.250809216,NA,-1.473649493,0.2516,0.4761905,24.20728767,NA,NA,NA,82.659,NA,NA,NA,0,0,0,0,0,0,0,0,2.42E+11,-7.65E+09,5.95E+12,8.675,7.9875,63.15,63.69,62.61,0,0,0,NA,8.105888356,-1.096537128,-0.087839244,-0.521223779,5.289087134,1.326552526,-2.302073798,1.236708157,1.248072146,0.917997917,0,0,0,0,66.59,58.64,0.982723854,0.721783475,0.721783475,18.29695883,15.06414081,4.50667,3.368241556,3.743459038,4.288901603,12.5675,12.912332,12.589582,9.199258444,9.168872962,8.300680397,52.063392,49.4774366,45.83011,0
627,1976,GBR,332293.854,12.71377496,8.226006045,United Kingdom,51.92597,13.61,5.383993955,56211968,17.84464025,-0.024603833,-0.593358579,0,0.595246804,NA,2.910266166,0.2516,0.4761905,16.55952256,NA,NA,NA,78.957,NA,NA,NA,0,0,0,0,0,0,0,0,2.33E+11,-4.73E+09,6.48E+12,8.033334,7.611667,66.29,66.09,66.49,0,0,0,NA,5.807862226,8.105888356,-1.096537128,-0.087839244,-0.521223779,5.289087134,1.326552526,-2.302073798,1.236708157,1.248072146,0,0,0,0,68.52,64.46,0.829084237,0.799018908,0.799018908,12.31288795,10.81470993,5.576666,2.005253296,3.993320724,4.254440139,12.34611,13.166998,12.242082,10.3408567,9.173677276,7.987641861,50.53299867,47.9366258,44.7421881,0
628,1977,GBR,361614.849,12.79833497,8.456001253,United Kingdom,52.700907,12.0275,3.571498747,56193492,17.84431151,-0.032873848,0.05513511,0,1.931010269,NA,2.457750493,0.2516,0.4761905,15.84026675,NA,NA,NA,87.896,NA,NA,NA,0,0,0,0,0,0,0,0,2.63E+11,1.52E+09,7.33E+12,6.533333,7.419167,67.69,66.33,69.05,0,0,0,NA,5.383993955,5.807862226,8.105888356,-1.096537128,-0.087839244,-0.521223779,5.289087134,1.326552526,-2.302073798,1.236708157,0,0,0,0,72.62,65.49,0.581029972,0.819625388,0.819625388,12.10609833,9.338582755,5.494167,3.253934164,4.301993228,4.084895857,12.97472,13.378498,11.9964153,9.720785836,9.076504772,7.911519443,47.58676867,45.9428548,43.5993519,0
629,1978,GBR,403322.856,12.90749265,10.91576803,United Kingdom,51.563299,12.065,1.149231966,56196504,17.84436511,0.005359908,0.644119065,0,0.32605713,NA,4.204260468,0.2516,0.4761905,8.263141039,NA,NA,NA,106.212,NA,NA,NA,0,0,0,0,0,0,0,0,3.36E+11,9.10E+08,8.63E+12,6.133333,8.41,66.2,63.83,68.57,0,0,0,NA,3.571498747,5.383993955,5.807862226,8.105888356,-1.096537128,-0.087839244,-0.521223779,5.289087134,1.326552526,-2.302073798,0,0,0,0,71.64,65.49,0.330340054,0.824188097,0.824188097,5.544450503,0.6321772,5.931667,5.081957635,4.730376838,4.03347805,13.91416333,13.219164,11.7574987,8.832205698,8.488787162,7.72402065,45.139641,43.9760686,42.0439623,0
630,1979,GBR,453160.053,13.02400066,11.65080082,United Kingdom,47.33479,12.94583,1.295029176,56246951,17.84526239,0.089728661,-0.178279571,0,0.742325227,NA,3.749016637,0.7597,0.6190476,13.42127998,NA,NA,119.2476822,134.77,NA,NA,NA,0,0,0,0,0,0,0,0,4.39E+11,5.91E+08,1.00E+13,7.566667,9.4425,68.87,63.37,74.37,0,0,0,NA,1.149231966,3.571498747,5.383993955,5.807862226,8.105888356,-1.096537128,-0.087839244,-0.521223779,5.289087134,1.326552526,0,0,0,0,73.84,74.9,0.186702356,0.754917717,0.754917717,9.377657974,2.16680885,5.379163,6.355234999,5.539289981,4.284019508,13.96055333,12.855498,11.4819987,7.605318335,7.316208019,7.197979192,43.605395,42.8224418,40.3880836,0
631,1980,GBR,484057.29,13.08995855,6.595788652,United Kingdom,43.862217,13.91333,7.317541348,56314216,17.84645757,0.119517254,1.214624349,0,1.952598458,-1.006,-2.031367786,0.8198,0.6666667,17.96592427,NA,NA,139.4260802,188.624,NA,NA,NA,0,0,0,0,0,0,0,0,5.65E+11,1.91E+09,1.13E+13,8.425,11.46,69.3,62.12,76.48,0,0,0,NA,1.295029176,1.149231966,3.571498747,5.383993955,5.807862226,8.105888356,-1.096537128,-0.087839244,-0.521223779,5.289087134,0,0,0,0,74.14,78.81,0.14397478,0.695603897,0.695603897,12.52486808,4.4167223,5.48833,5.013104555,4.834344167,4.291910299,13.07888667,12.266832,11.2709157,8.065782112,7.432487833,6.979005401,42.89444533,42.1827834,38.7560683,0
632,1981,GBR,525685.72,13.17245882,8.250027619,United Kingdom,44.221916,14.88333,6.633302381,56333829,17.84680578,0.034821732,2.612389859,0,1.782414842,-2.818,-0.787743812,0.8799,0.7619048,11.87662651,NA,NA,143.8247957,186.6,NA,NA,NA,0,0,0,0,0,0,0,0,5.41E+11,1.67E+09,1.17E+13,10.13333,13.91083,69.85,61.2,78.49,0,0,0,NA,7.317541348,1.295029176,1.149231966,3.571498747,5.383993955,5.807862226,8.105888356,-1.096537128,-0.087839244,-0.521223779,0,0,0,0,76.09,80.88,0.163678875,0.664680138,0.664680138,5.53238559,1.54191117,4.75,4.581868725,4.515559554,4.417422136,11.82694333,11.317166,10.7930827,7.245074609,6.801606446,6.375660564,42.00935867,41.5477504,37.117427,0
633,1982,GBR,569298.517,13.25216021,7.970138733,United Kingdom,42.732052,13.085,5.114861267,56313641,17.84644736,-0.035842794,1.550281607,0,3.299693701,-2.498,1.994891182,0.9399,0.8095238,8.598863833,NA,NA,138.6901324,189.01,NA,NA,NA,0,0,0,0,0,0,0,0,5.15E+11,-3.06E+09,1.16E+13,8.908334,13.00167,70.43,61.3,79.56,0,0,0,NA,6.633302381,7.317541348,1.295029176,1.149231966,3.571498747,5.383993955,5.807862226,8.105888356,-1.096537128,-0.087839244,0,0,0,0,77.21,81.92,0.313064833,0.69192259,0.69192259,3.357816707,2.467436833,4.176666,4.141185729,3.867798486,4.546908527,11.12194333,10.6143326,10.3909161,6.980757604,6.746534114,5.844007573,41.319983,41.255849,36.1628495,0
634,1983,GBR,616573.003,13.33193201,7.977179984,United Kingdom,41.729368,11.26833,3.291150016,56332848,17.84678837,0.034101374,1.080779734,0,1.595186794,-0.331,4.221856422,1,0.8095238,4.609303273,NA,NA,127.375054,171.79,NA,NA,NA,0,0,0,0,0,0,0,0,4.90E+11,-2.56E+09,1.18E+13,8.083333,11.105,70.5,60.88,80.13,0,0,0,NA,5.114861267,6.633302381,7.317541348,1.295029176,1.149231966,3.571498747,5.383993955,5.807862226,8.105888356,-1.096537128,0,0,0,0,76.99,83.27,0.327011816,0.662867911,0.662867911,1.31588867,1.39686804,3.184997,4.723928829,3.336579263,4.485655506,10.74416667,10.2958334,10.012044,6.020237838,6.959254137,5.526388494,41.092444,40.111856,36.1346686,0
635,1984,GBR,653312.635,13.38981106,5.787905109,United Kingdom,41.566656,11.1275,5.339594891,56422072,17.84837099,0.158261863,0.39728608,0,1.594520359,-0.778,2.269105144,1,0.8095238,4.960710978,NA,NA,121.8115492,162.448,NA,NA,NA,0,0,0,0,0,0,0,0,4.61E+11,-9.23E+09,1.23E+13,7.958333,12.43833,71.62,62.69,80.56,0,0,0,NA,3.291150016,5.114861267,6.633302381,7.317541348,1.295029176,1.149231966,3.571498747,5.383993955,5.807862226,8.105888356,0,0,0,0,77.75,83.37,0.329976749,0.618610047,0.618610047,2.554915909,0.660175503,3.169167,3.569415842,3.028749036,4.17522689,10.22527767,10.1084994,9.711504,6.655861825,7.079750364,5.53627711,40.994407,37.9537254,35.9877304,0
636,1985,GBR,701925.771,13.46158294,7.177187719,United Kingdom,40.663925,10.97,3.792812281,56550268,17.8506405,0.226951225,0.677370025,0,2.626841757,0.148,4.147414952,1,0.8095238,6.07139434,79.58,NA,124.1204142,171.56,NA,NA,NA,0,0,0,0,0,0,0,0,4.89E+11,-7.97E+09,1.29E+13,7.041667,10.62333,72.01,62.33,81.7,0,0,0,NA,5.339594891,3.291150016,5.114861267,6.633302381,7.317541348,1.295029176,1.149231966,3.571498747,5.383993955,5.807862226,0,0,0,0,79.38,84.01,0.334879487,0.543773126,0.543773126,4.005163608,2.525750188,3.928333,2.516829714,3.749476431,4.158443484,9.793889,10.2749994,9.4345323,7.277059286,6.525522969,5.276088816,39.44289967,35.3293532,36.3704311,0
637,1986,GBR,738620.211,13.51253914,5.095620686,United Kingdom,41.046751,10.135,5.039379314,56681396,17.8529566,0.23161023,-0.220092795,0,2.700953831,-0.3,3.150340586,1,0.9047619,3.427609404,82.59,NA,115.5533665,213.619,NA,NA,NA,0,0,0,0,0,0,0,0,6.01E+11,-4.91E+09,1.52E+13,6.158333,7.6825,70.92,60.28,81.57,0,0,0,NA,3.792812281,5.339594891,3.291150016,5.114861267,6.633302381,7.317541348,1.295029176,1.149231966,3.571498747,5.383993955,0,0,0,0,78.57,84.57,0.348595,0.519613664,0.519613664,3.557022209,1.529561682,3.976667,2.103851194,4.319284717,3.785462124,9.812499,10.2689994,9.2020507,7.708647806,5.949714683,5.416588576,36.019317,32.6871036,36.677497,0
638,1987,GBR,797699.242,13.58948692,7.694777071,United Kingdom,41.272545,9.570833,1.876055929,56802050,17.85508297,0.212637261,-1.689509411,0,3.208270513,1.327,5.392738342,1,0.952381,4.148922321,75.46,NA,115.3880127,253.264,NA,NA,NA,0,0,0,0,0,0,0,0,7.45E+11,2.82E+08,1.73E+13,6.25,8.384167,71.34,59.87,82.8,0,0,0,NA,5.039379314,3.792812281,5.339594891,3.291150016,5.114861267,6.633302381,7.317541348,1.295029176,1.149231966,3.571498747,0,0,0,0,80.22,85.38,0.390494443,0.53304277,0.53304277,3.899016161,0.484359103,3.320833,3.943982304,5.226018569,3.744384144,10.556388,10.1674996,8.9502266,6.612405696,4.941481031,5.205842456,31.44249,31.06985,36.8750462,0
639,1988,GBR,873178.007,13.67989472,9.0407801,United Kingdom,36.009403,9.675834,0.6350539,56928327,17.85730361,0.222063894,-3.881471694,0,4.775815303,2.331,5.732413648,1,0.952381,4.155351716,58.9,NA,118.8975357,307.902,NA,NA,NA,0,0,0,0,0,0,0,0,9.10E+11,-1.05E+10,1.94E+13,6.491667,8.845834,70.91,59.31,82.51,0,0,0,NA,1.876055929,5.039379314,3.792812281,5.339594891,3.291150016,5.114861267,6.633302381,7.317541348,1.295029176,1.149231966,0,0,0,0,79.05,85.96,0.438195152,0.533706351,0.533706351,2.881227744,0.077610609,3.184167,6.361771252,5.63473175,3.93441383,10.69944333,9.7282546,8.537739,4.337672081,4.09352285,4.60332517,28.71785667,32.1574812,37.3711276,0
640,1989,GBR,930798.947,13.74379858,6.390386245,United Kingdom,30.776003,10.19083,3.800443755,57076711,17.85990673,0.26031145,-4.650906316,0,4.633300136,3.091,2.577602729,1,0.952381,5.760249092,52.51,NA,117.1387854,305.832,NA,NA,NA,0,0,0,0,0,0,0,0,9.27E+11,-3.37E+10,2.02E+13,7.025,8.498333,70.75,59.18,82.33,0,0,0,NA,0.6350539,1.876055929,5.039379314,3.792812281,5.339594891,3.291150016,5.114861267,6.633302381,7.317541348,1.295029176,0,0,0,0,78.79,85.87,0.46907651,0.526741448,0.526741448,2.979689285,0.933246062,3.16583,7.231531729,5.321704744,3.716518497,10.32361133,9.3145086,8.0280085,3.092079604,3.992803856,4.311490003,29.52128133,34.0217354,38.2432836,0
641,1990,GBR,972727.331,13.78785909,4.406050742,United Kingdom,27.542064,11.8025,7.396449258,57247586,17.86289603,0.298930554,-3.550311846,0,2.208950315,1.56,0.733755503,1,0.952381,8.063460909,96.74,23.06347826,119.5721729,359.427,-1.740696766,NA,NA,0,0,0,0,0,0,0,0,1.09E+12,-4.03E+10,2.28E+13,8.726666,8.55,70.93,59.07,82.8,0,0,0,NA,3.800443755,0.6350539,1.876055929,5.039379314,3.792812281,5.339594891,3.291150016,5.114861267,6.633302381,7.317541348,0,0,0,0,78.86,86.74,0.480779167,0.528641252,0.528641252,5.366989531,2.665504469,3.075834,5.658921912,4.567410537,2.682951964,8.882647667,8.5940652,7.380656,3.223725755,4.026654663,4.697704036,34.15644633,37.411509,39.1684663,0
642,1991,GBR,994529.34,13.81002488,2.216579256,United Kingdom,27.835503,10.105,7.888420744,57424897,17.86598851,0.309247932,-1.664499465,0,0.755406493,-1.273,-1.103121655,1,0.952381,7.461782957,79.01,18.37337302,123.6666749,362.156,-2.967130991,NA,NA,0,0,0,0,0,0,0,0,1.14E+12,-4.12E+10,2.39E+13,8.445833,7.858333,70.51,58.2,82.82,0,0,0,NA,7.396449258,3.800443755,0.6350539,1.876055929,5.039379314,3.792812281,5.339594891,3.291150016,5.114861267,6.633302381,0,0,0,0,78.64,87.01,0.481204095,0.52548101,0.52548101,3.414746141,3.226818992,1.659167,3.774551239,3.25163953,1.864900812,8.221681,8.135102,6.863106,4.447129761,4.88346247,4.998205188,38.24370333,40.6678904,39.7866227,0
643,1992,GBR,1021273.532,13.83656097,2.653608814,United Kingdom,33.186277,9.063334,6.409725186,57580402,17.86869282,0.270431182,-1.967025955,0,-1.870891,-2.53,0.401082104,1,0.952381,4.591549296,41.35,15.45204724,120.2111698,364.478,-6.100540042,NA,NA,0,0,0,0,0,0,0,0,1.18E+12,-2.74E+10,2.54E+13,7.835208,7.01,70.99,59.69,82.29,0,0,0,NA,7.888420744,7.396449258,3.800443755,0.6350539,1.876055929,5.039379314,3.792812281,5.339594891,3.291150016,5.114861267,0,0,0,0,77.02,87.57,0.460550407,0.532978109,0.532978109,-0.465430026,1.562729618,1.228126,2.846302252,2.26274972,1.224332597,7.933997333,7.7329536,6.4461968,5.087695081,5.47020388,5.221864203,42.01192167,42.6802424,39.8862938,0
644,1993,GBR,1071500.82,13.88457086,4.800989194,United Kingdom,41.447559,7.479609,2.678619806,57718614,17.87109028,0.239745439,-1.669614871,0,-3.673569154,-2.131,2.48983093,1,0.952381,2.558577969,46.82,12.68624506,108.612575,317.456,-7.428779739,NA,NA,0,0,0,0,0,0,0,0,1.06E+12,-2.04E+10,2.59E+13,6.496459,5.873333,72.77,61.86,83.68,0,0,0,NA,6.409725186,7.888420744,7.396449258,3.800443755,0.6350539,1.876055929,5.039379314,3.792812281,5.339594891,3.291150016,0,0,0,0,79.54,87.82,0.450941339,0.55342654,0.55342654,-1.915997086,-0.393078997,0.98315,2.389950886,2.23409591,0.945182919,8.044189,7.3472234,6.1508951,5.654238114,5.11312749,5.205712181,42.901872,42.584774,39.2844791,0
645,1994,GBR,1136471.417,13.94343877,5.886791276,United Kingdom,40.097274,8.1221,2.235308724,57865745,17.87363614,0.254586487,-0.879081536,0,-2.487556658,-0.946,3.846009131,1,0.952381,2.219012605,43.91,13.92551587,108.6988358,349.079,-6.39066769,NA,NA,0,0,0,0,0,0,0,0,1.14E+12,-2.60E+10,2.78E+13,6.884414,7.08,73.13,62.39,83.88,0,0,0,0.576007302,2.678619806,6.409725186,7.888420744,7.396449258,3.800443755,0.6350539,1.876055929,5.039379314,3.792812281,5.339594891,0,0,0,0,79.69,88.06,0.496718741,0.596689482,0.596689482,-0.474044776,-0.388428987,1.237686,2.133273357,2.11133225,0.61543432,7.687686333,6.7415084,5.8269118,5.554412977,4.63017615,5.21147748,43.95212633,42.4648318,39.1129325,0
646,1995,GBR,1189676.31,13.98919182,4.575304775,United Kingdom,44.490932,8.200283,3.624978225,58019030,17.87628162,0.264547417,-1.00150716,0,-2.068546936,-1.418,2.531670077,1,0.952381,2.697495183,35.57,12.38876984,104.0679017,393.874,-5.159136701,77.9,90,0,0,0,0,0,0,0,0,1.34E+12,-2.01E+10,3.09E+13,6.850543,6.58,72.78,61.39,84.18,0,0,0,0.957049571,2.235308724,2.678619806,6.409725186,7.888420744,7.396449258,3.800443755,0.6350539,1.876055929,5.039379314,3.792812281,0,0,0,0,79.77,88.59,0.516721576,0.60895654,0.60895654,0.991334659,-0.107924506,1.34974,1.770064201,0.798493391,0.411721152,6.804578,6.1672468,5.4482727,5.034513799,5.368753409,5.036551548,42.77855467,40.9254236,38.6214508,0
647,1996,GBR,1269581.66,14.054198,6.500618291,United Kingdom,44.11741,7.810184,1.309565709,58166950,17.87882788,0.254626384,-0.729736129,0,-0.638416304,-2.138,2.491610855,1,0.952381,2.851782364,40.53,16.44216535,106.4487944,413.187,-3.720081784,76.4,90,0,0,0,0,0,0,0,0,1.42E+12,-8.62E+09,3.16E+13,6.215378,6.438334,74.09,62.88,85.3,0,0,0,0.919256872,3.624978225,2.235308724,2.678619806,6.409725186,7.888420744,7.396449258,3.800443755,0.6350539,1.876055929,5.039379314,0,0,0,0,80.85,89.76,0.534475884,0.626411376,0.626411376,1.402055891,-0.079421836,1.594806,1.874039105,0.478162094,0.04310868,5.899025,5.59111,5.1174218,4.024985895,5.112947906,5.07431312,41.23860567,38.905355,38.2558261,0
